subject,number,name,description,credit_hours,crn,section,enrollment_status,type,type_code,start_time,end_time,days,room,building,instructors,
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34153,EE8,Open (Restricted),Lecture-Discussion,LCD,17:00,17:50,TR,2036,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34227,EE9,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,MW,1304,Siebel Center for Comp Sci,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,49978,EEA,Open (Restricted),Lecture-Discussion,LCD,12:00,12:50,MW,1038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,49982,EEB,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,MW,343,Altgeld Hall,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,49984,EEC,Open (Restricted),Lecture-Discussion,LCD,16:00,16:50,MW,3310,Newmark Civil Engineering Bldg,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,49985,EED,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,MW,2036,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,49986,EEF,Open (Restricted),Lecture-Discussion,LCD,16:00,16:50,TR,106B8,Engineering Hall,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,50801,EEG,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,TR,1111,Siebel Center for Comp Sci,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,56778,EEH,Open (Restricted),Lecture-Discussion,LCD,12:00,12:50,TR,3038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34155,EEI,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,TR,3018,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34158,EEJ,Open (Restricted),Lecture-Discussion,LCD,17:00,17:50,TR,3038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34161,EEL,Open (Restricted),Lecture-Discussion,LCD,16:00,16:50,TR,2039,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34164,EEM,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,TR,3038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34169,EP1,Open (Restricted),Lecture-Discussion,LCD,13:00,13:50,MW,136,Loomis Laboratory,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34175,EP2,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,MW,1111,Siebel Center for Comp Sci,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34212,EP3,Open (Restricted),Lecture-Discussion,LCD,10:00,10:50,MW,441,Altgeld Hall,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,56704,IS1,Open (Restricted),Lecture-Discussion,LCD,13:00,13:50,TR,1035,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,57833,IS2,Open (Restricted),Lecture-Discussion,LCD,14:00,14:50,MW,1304,Siebel Center for Comp Sci,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34183,IS3,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,MW,1038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34185,IS4,Closed,Lecture-Discussion,LCD,10:00,10:50,TR,1109,Siebel Center for Comp Sci,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34188,IS5,Open (Restricted),Lecture-Discussion,LCD,16:00,16:50,MW,1038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34190,IS6,Open (Restricted),Lecture-Discussion,LCD,11:00,11:50,TR,3100,Sidney Lu Mech Engr Bldg,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34192,ME1,Open (Restricted),Lecture-Discussion,LCD,14:00,14:50,MW,3100,Sidney Lu Mech Engr Bldg,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34194,ME2,Open (Restricted),Lecture-Discussion,LCD,11:00,11:50,TR,1302,Siebel Center for Comp Sci,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34196,ME3,Open (Restricted),Lecture-Discussion,LCD,12:00,12:50,TR,3018,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34199,ME4,Open (Restricted),Lecture-Discussion,LCD,12:00,12:50,TR,18,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34201,ME5,Open (Restricted),Lecture-Discussion,LCD,11:00,11:50,MW,1035,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34203,ME6,Open (Restricted),Lecture-Discussion,LCD,13:00,13:50,TR,3038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34207,ME7,Open (Restricted),Lecture-Discussion,LCD,10:00,10:50,MW,136,Loomis Laboratory,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34172,ME8,Open (Restricted),Lecture-Discussion,LCD,13:00,13:50,MW,18,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34213,ME9,Open (Restricted),Lecture-Discussion,LCD,16:00,16:50,TR,1035,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,48168,MS1,Open (Restricted),Lecture-Discussion,LCD,10:00,10:50,MW,1105,Siebel Center for Comp Sci,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34177,MS2,Open (Restricted),Lecture-Discussion,LCD,10:00,10:50,MW,21,Psychology Building,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,57841,MS3,Open (Restricted),Lecture-Discussion,LCD,9:00,9:50,TR,158,Loomis Laboratory,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,57842,MS4,Open (Restricted),Lecture-Discussion,LCD,14:00,14:50,MW,1047,Sidney Lu Mech Engr Bldg,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,57844,NU1,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,MW,18,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,57846,NU2,Open (Restricted),Lecture-Discussion,LCD,11:00,11:50,MW,3038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,57848,ON1,Open (Restricted),Online,ONL,17:00,17:50,MW,,,,
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34224,ON2,Open (Restricted),Online,ONL,9:00,9:50,MW,,,,
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,45822,ON3,Open (Restricted),Online,ONL,18:00,18:50,MW,,,,
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,59053,ON4,Open (Restricted),Online,ONL,19:00,19:50,TR,,,,
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34241,ON5,Open (Restricted),Online,ONL,10:00,10:50,TR,,,,
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34239,ON6,Open (Restricted),Online,ONL,11:00,11:50,TR,,,,
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,56582,PR1,Open (Restricted),Lecture-Discussion,LCD,9:00,9:50,MW,106B6,Engineering Hall,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,56583,PR2,Open (Restricted),Lecture-Discussion,LCD,10:00,10:50,MW,3038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,56584,PR3,Open (Restricted),Lecture-Discussion,LCD,11:00,11:50,MW,1038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,56585,PR4,Open (Restricted),Lecture-Discussion,LCD,12:00,12:50,MW,132,Davenport Hall,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34242,PR5,Open (Restricted),Lecture-Discussion,LCD,13:00,13:50,MW,3018,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34244,PR6,Open (Restricted),Lecture-Discussion,LCD,14:00,14:50,MW,236,Wohlers Hall,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34245,PR7,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,MW,3310,Newmark Civil Engineering Bldg,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34247,PR9,Open (Restricted),Lecture-Discussion,LCD,10:00,10:50,TR,1105,Siebel Center for Comp Sci,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34248,PRA,Open (Restricted),Lecture-Discussion,LCD,11:00,11:50,TR,3018,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34250,UD1,Open (Restricted),Lecture-Discussion,LCD,12:00,12:50,MW,3018,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,40069,UD2,Open (Restricted),Lecture-Discussion,LCD,13:00,13:50,MW,3038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34254,UD3,Open (Restricted),Lecture-Discussion,LCD,13:00,13:50,TR,312,Davenport Hall,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,40068,UD4,Open (Restricted),Lecture-Discussion,LCD,11:00,11:50,TR,3038,Campus Instructional Facility,"Forman, G",
ENG,100,Engineering Orientation,Orientation required of new freshmen in the College of Engineering. Approved for S/U grading only.,0 hours.,34256,UD5,Open (Restricted),Lecture-Discussion,LCD,16:00,16:50,MW,1304,Siebel Center for Comp Sci,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,34258,AD1,Open,Discussion/Recitation,DIS,14:00,14:50,W,1103,Siebel Center for Comp Sci,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,40070,AD2,Open,Discussion/Recitation,DIS,14:00,14:50,W,1109,Siebel Center for Comp Sci,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,40071,AD3,Open,Discussion/Recitation,DIS,15:00,15:50,W,136,Loomis Laboratory,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,34259,AD4,Open,Discussion/Recitation,DIS,15:00,15:50,W,3081,Electrical & Computer Eng Bldg,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,34215,AD5,Open,Discussion/Recitation,DIS,15:00,15:50,W,1109,Siebel Center for Comp Sci,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,55171,AL1,Open (Restricted),Lecture,LEC,15:00,15:50,M,314,Altgeld Hall,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,57850,BD1,Open,Discussion/Recitation,DIS,14:00,14:50,W,147,Loomis Laboratory,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,59223,BD3,Open,Discussion/Recitation,DIS,16:00,16:50,W,347,Altgeld Hall,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,59224,BD4,Open,Discussion/Recitation,DIS,16:00,16:50,W,1109,Siebel Center for Comp Sci,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,56678,BD5,Open,Discussion/Recitation,DIS,16:00,16:50,W,147,Altgeld Hall,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,56707,BL1,Open (Restricted),Lecture,LEC,16:00,16:50,M,314,Altgeld Hall,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,69399,FD1,Open (Restricted),Discussion/Recitation,DIS,15:00,15:50,M,1302,Siebel Center for Comp Sci,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,69400,FD2,Open (Restricted),Discussion/Recitation,DIS,15:00,15:50,M,139,Loomis Laboratory,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,69402,FD3,Open (Restricted),Discussion/Recitation,DIS,15:00,15:50,M,3081,Electrical & Computer Eng Bldg,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,69403,FD4,Open (Restricted),Discussion/Recitation,DIS,15:00,15:50,M,445,Altgeld Hall,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,69404,FD5,Open (Restricted),Discussion/Recitation,DIS,15:00,15:50,M,143,Altgeld Hall,"Forman, G",
ENG,101,Engineering at Illinois,Introduction to undergraduate programs of study available in The Grainger College of Engineering and the potential careers of graduates of those programs. Intended for Division of General Studies students who may be interested in becoming an engineering major or other students who wish to explore engineering careers.,1 hours.,69405,FL1,Open (Restricted),Lecture,LEC,15:00,15:50,W,314,Altgeld Hall,"Forman, G",
ENG,110,Communicating and Presenting in Engineering,"Technical communications skills for engineering students. Emphasis on identifying content for audience for a given presentation setting, critiquing presentations on the basis of content, delivery, and visual aids, designing slides that increase effectiveness of communication and delivery of content, and interactions in teams to design slides and present topics. Same as TE 110.",2 hours.,69406,EB,CrossListOpen (Restricted),Lecture-Discussion,LCD,19:00,20:50,W,3217,Everitt Laboratory,"Amos, J",
ENG,110,Communicating and Presenting in Engineering,"Technical communications skills for engineering students. Emphasis on identifying content for audience for a given presentation setting, critiquing presentations on the basis of content, delivery, and visual aids, designing slides that increase effectiveness of communication and delivery of content, and interactions in teams to design slides and present topics. Same as TE 110.",2 hours.,69408,EB,CrossListOpen (Restricted),Online Lecture,OLC,ARRANGED,,MW,,,"Amos, J",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,69409,CG,Open (Restricted),Lecture-Discussion,LCD,10:00,10:50,WF,2310,Everitt Laboratory,,
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,61446,CR1,Open (Restricted),Lecture-Discussion,LCD,15:00,16:20,TR,4039,Campus Instructional Facility,"Stites, L",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,61447,GD1,Closed,Lecture-Discussion,LCD,13:00,13:50,W,136,Burrill Hall,"Rodriguez, L",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,61448,GS1,Closed,Lecture-Discussion,LCD,15:00,15:50,R,2015,Civil Eng Hydrosystems Lab,"Forman, G;Wolters, A",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,61449,GSL,Open (Restricted),Lecture-Discussion,LCD,9:00,10:20,M,4018,Campus Instructional Facility,"Blumthal, M",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,61450,LD,Open (Restricted),Lecture-Discussion,LCD,9:30,10:50,T,1304,Siebel Center for Comp Sci,"Forman, G",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,72410,P1R,Open (Restricted),Lecture-Discussion,LCD,10:00,11:30,TR,2320,Digital Computer Laboratory,,
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,72411,SC1,Open (Restricted),Lecture-Discussion,LCD,15:00,16:20,TR,1038,Campus Instructional Facility,"Stites, L",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,72412,SD1,Open (Restricted),Lecture-Discussion,LCD,13:00,13:50,W,1103,Siebel Center for Comp Sci,"Rodriguez, L",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,72413,SI,Open (Restricted),Lecture,LEC,9:30,10:50,MW,2200,Sidney Lu Mech Engr Bldg,,
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,72414,SL1,Open (Restricted),Lecture-Discussion,LCD,14:00,15:20,T,1035,Campus Instructional Facility,"Wolters, A",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,56407,SP1,Open (Restricted),Lecture-Discussion,LCD,13:00,14:20,MW,2320,Digital Computer Laboratory,"Bradley, J",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,72417,SPV,Open (Restricted),Lecture-Discussion,LCD,16:00,16:50,W,314,Altgeld Hall,"Woodard, B",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,72419,SR1,Open (Restricted),Lecture-Discussion,LCD,10:00,10:50,W,147,Loomis Laboratory,"Mamaril, N",
ENG,177,Engineering First-Year Experience Seminars,"Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work. May be repeated in the same or separate terms for a maximum of 4 hours.",1 TO 2 hours.,74763,SS1,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,R,143,Loomis Laboratory,"Forman, G;Wolters, A",
